airline_code,departure_airport_code,destination_airport_code,departure_date,arrival_date,ticket_price,First_flight,first_flight_code,last_flight_code,selling_airline,departure_time,arrival_time,Detected_Language,Assigned_Country,Assigned_Currency
BA,JFK,FRA,"['2024', '3', '11', '22', '35']","['2024', '3', '12', '14', '5']",700,JFK-LHR,BA114,BA904,2024,12,2024,English (United States),United Kingdom,GBP
AF,JFK,FRA,"['2024', '3', '11', 'null', '30']","['2024', '3', '11', '16', '45']",718,JFK-CDG,AF9,AF1318,Air France,3,11,English (United States),United Kingdom,GBP
KL,JFK,FRA,"['2024', '3', '11', '22', '25']","['2024', '3', '12', '13', '40']",725,JFK-AMS,KL644,KL1767,KLM,3,12,English (United States),United Kingdom,GBP
LH,JFK,FRA,"['2024', '3', '11', '16', '55']","['2024', '3', '12', '5', '25']",800,JFK-FRA,LH401,UA8840,Lufthansa,2024,3,English (United States),United Kingdom,GBP
LH,JFK,FRA,"['2024', '3', '11', '23', '10']","['2024', '3', '12', '12', '5']",800,JFK-FRA,LH405,UA8842,Lufthansa,2024,3,English (United States),United Kingdom,GBP
EI,JFK,FRA,"['2024', '3', '11', '22', '10']","['2024', '3', '12', '19', '10']",666,JFK-DUB,EI106,EI656,Aer Lingus,3,12,English (United States),United Kingdom,GBP
EI,JFK,FRA,"['2024', '3', '11', '18']","['2024', '3', '12', '10']",753,JFK-DUB,EI104,650null,2024,12,"""EI""",English (United States),United Kingdom,GBP
DE,JFK,FRA,"['2024', '3', '11', '17', '25']","['2024', '3', '12', '5', '45']",466,JFK-FRA,DE,AS8811,https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcQpZqyX2kbFJR9GduoH6ML3JqVg2HdmGthLLdTt5wc1kNgWbP-kUpV4VhucbjQXr01K0BaIPQgEoPvwEQ,12,"""DE""",English (United States),United Kingdom,GBP
SQ,JFK,FRA,"['2024', '3', '11', '21', '15']","['2024', '3', '12', '9', '50']",638,JFK-FRA,SQ25,SQ25,Singapore Airlines,2024,3,English (United States),United Kingdom,GBP
DL,JFK,FRA,"['2024', '3', '11', '19', '20']","['2024', '3', '12', '8', '40']",689,JFK-FRA,DL106,VS3810,Delta,2024,3,English (United States),United Kingdom,GBP
BA,JFK,FRA,"['2024', '3', '11', '22', '35']","['2024', '3', '12', '14', '5']",700,JFK-LHR,BA114,BA904,2024,12,2024,English (United States),United Kingdom,GBP
AF,JFK,FRA,"['2024', '3', '11', 'null', '30']","['2024', '3', '11', '16', '45']",718,JFK-CDG,AF9,AF1318,Air France,3,11,English (United States),United Kingdom,GBP
KL,JFK,FRA,"['2024', '3', '11', '22', '25']","['2024', '3', '12', '13', '40']",725,JFK-AMS,KL644,KL1767,KLM,3,12,English (United States),United Kingdom,GBP
LH,JFK,FRA,"['2024', '3', '11', '16', '55']","['2024', '3', '12', '5', '25']",800,JFK-FRA,LH401,UA8840,Lufthansa,2024,3,English (United States),United Kingdom,GBP
LH,JFK,FRA,"['2024', '3', '11', '23', '10']","['2024', '3', '12', '12', '5']",800,JFK-FRA,LH405,UA8842,Lufthansa,2024,3,English (United States),United Kingdom,GBP
multi,YYZ,DME,"['2024', '3', '9', '21', '20']","['2024', '3', '11', '14', '45']",9104,YYZ-FRA,AC842,MS9610,Air Canada,"""729""",null,Polski,Polska,PLN
EK,YYZ,DME,"['2024', '3', '9', '13', '55']","['2024', '3', '11', '8', '25']",9434,YYZ-DXB,EK242,129null,2024,"""EK""","""129""",Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '14', '35']","['2024', '3', '11', '8', '25']",9995,YYZ-ORD,AC505,129null,Air Canada,2024,3,Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '22', '45']","['2024', '3', '11', '14', '45']",10151,YYZ-WAW,LO46,729null,LOT,"""MS""","""729""",Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '20', '50']","['2024', '3', '12', '8', 'null']",9829,YYZ-DFW,AC1033,nullEmirates,Air Canada,12,"""EK""",Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '20', '50']","['2024', '3', '11', '20', '50']",10837,YYZ-DFW,AC1033,131null,Air Canada,2024,3,Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '18', '30']","['2024', '3', '11', 'null', '45']",18968,YYZ-VIE,AC886,LH6523,Air Canada,2024,3,Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '21', '20']","['2024', '3', '11', '14', '45']",9104,YYZ-FRA,AC842,MS9610,Air Canada,"""729""",null,Polski,Polska,PLN
EK,YYZ,DME,"['2024', '3', '9', '13', '55']","['2024', '3', '11', '8', '25']",9434,YYZ-DXB,EK242,129null,2024,"""EK""","""129""",Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '14', '35']","['2024', '3', '11', '8', '25']",9995,YYZ-ORD,AC505,129null,Air Canada,2024,3,Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '22', '45']","['2024', '3', '11', '14', '45']",10151,YYZ-WAW,LO46,729null,LOT,"""MS""","""729""",Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '20', '50']","['2024', '3', '12', '8', 'null']",9829,YYZ-DFW,AC1033,nullEmirates,Air Canada,12,"""EK""",Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '20', '50']","['2024', '3', '11', '20', '50']",10837,YYZ-DFW,AC1033,131null,Air Canada,2024,3,Polski,Polska,PLN
multi,YYZ,DME,"['2024', '3', '9', '18', '30']","['2024', '3', '11', 'null', '45']",18968,YYZ-VIE,AC886,LH6523,Air Canada,2024,3,Polski,Polska,PLN
NH,PVG,IAH,"['2024', '5', '10', '1', '35']","['2024', '5', '10', '8', '45']",69328,PVG-HND,NH968,NH114,ANA,"""NH""","""114""",Türkçe,Türkiye,TRY
BR,PVG,IAH,"['2024', '5', '10', '16']","['2024', '5', '10', '22']",77774,PVG-TPE,BR751,BR52,2024,5,10,Türkçe,Türkiye,TRY
AF,PVG,IAH,"['2024', '5', '10', '22', '15']","['2024', '5', '11', '13', '35']",61374,PVG-CDG,AF111,AF636,Air France,11,2024,Türkçe,Türkiye,TRY
multi,PVG,IAH,"['2024', '5', '10', '15', '55']","['2024', '5', '10', '22', '45']",82938,PVG-YVR,AC26,AC5545,Air Canada,5,10,Türkçe,Türkiye,TRY
AA,PVG,IAH,"['2024', '5', '10', '17']","['2024', '5', '10', '21']",97086,PVG-DFW,AA128,AA2790,2024,2024,5,Türkçe,Türkiye,TRY
UA,PVG,IAH,"['2024', '5', '10', '17', '25']","['2024', '5', '11', 'null', '50']",97690,PVG-SFO,UA858,UA514,2024,10,2024,Türkçe,Türkiye,TRY
DL,PVG,IAH,"['2024', '5', '10', '15', '45']","['2024', '5', '10', '22', '36']",127065,PVG-DTW,DL388,DL1633,2024,10,2024,Türkçe,Türkiye,TRY
multi,PVG,IAH,"['2024', '5', '10', '9', '5']","['2024', '5', '10', '14', '35']",183465,PVG-NRT,MU523,NH6450,China Eastern,10,2024,Türkçe,Türkiye,TRY
multi,PVG,IAH,"['2024', '5', '10', '9', '20']","['2024', '5', '10', '14', '35']",249183,PVG-NRT,CZ8309,NH6450,China Southern,2024,5,Türkçe,Türkiye,TRY
NH,PVG,IAH,"['2024', '5', '10', '1', '35']","['2024', '5', '10', '8', '45']",69328,PVG-HND,NH968,NH114,ANA,"""NH""","""114""",Türkçe,Türkiye,TRY
BR,PVG,IAH,"['2024', '5', '10', '16']","['2024', '5', '10', '22']",77774,PVG-TPE,BR751,BR52,2024,5,10,Türkçe,Türkiye,TRY
AF,PVG,IAH,"['2024', '5', '10', '22', '15']","['2024', '5', '11', '13', '35']",61374,PVG-CDG,AF111,AF636,Air France,11,2024,Türkçe,Türkiye,TRY
multi,PVG,IAH,"['2024', '5', '10', '15', '55']","['2024', '5', '10', '22', '45']",82938,PVG-YVR,AC26,AC5545,Air Canada,5,10,Türkçe,Türkiye,TRY
AA,PVG,IAH,"['2024', '5', '10', '17']","['2024', '5', '10', '21']",97086,PVG-DFW,AA128,AA2790,2024,2024,5,Türkçe,Türkiye,TRY
UA,PVG,IAH,"['2024', '5', '10', '17', '25']","['2024', '5', '11', 'null', '50']",97690,PVG-SFO,UA858,UA514,2024,10,2024,Türkçe,Türkiye,TRY
DL,PVG,IAH,"['2024', '5', '10', '15', '45']","['2024', '5', '10', '22', '36']",127065,PVG-DTW,DL388,DL1633,2024,10,2024,Türkçe,Türkiye,TRY
multi,PVG,IAH,"['2024', '5', '10', '9', '5']","['2024', '5', '10', '14', '35']",183465,PVG-NRT,MU523,NH6450,China Eastern,10,2024,Türkçe,Türkiye,TRY
multi,PVG,IAH,"['2024', '5', '10', '9', '20']","['2024', '5', '10', '14', '35']",249183,PVG-NRT,CZ8309,NH6450,China Southern,2024,5,Türkçe,Türkiye,TRY
multi,MSY,LIM,"['2024', '9', '18', '5', '45']","['2024', '9', '18', '21', '30']",2931,MSY-ATL,DL1547,LA6528,Delta,9,18,Português (Brasil),Brasil,BRL
multi,MSY,LIM,"['2024', '9', '18', '5', '45']","['2024', '9', '18', '21', '30']",2931,MSY-ATL,DL1547,LA6528,Delta,9,18,Português (Brasil),Brasil,BRL
multi,MSY,LIM,"['2024', '9', '18', '7']","['2024', '9', '18', '21']",2931,MSY-ATL,DL1534,DL7382,Delta,18,"""LA""",Português (Brasil),Brasil,BRL
DL,MSY,LIM,"['2024', '9', '18', '10', '25']","['2024', '9', '18', '21', '5']",3600,MSY-ATL,DL2526,DL151,Delta,2024,9,Português (Brasil),Brasil,BRL
DL,MSY,LIM,"['2024', '9', '18', '11', '25']","['2024', '9', '18', '21', '5']",4656,MSY-ATL,DL1424,LA8658,Delta,2024,9,Português (Brasil),Brasil,BRL
multi,MSY,LIM,"['2024', '9', '18', '7', '30']","['2024', '9', '18', '19', '11']",15675,MSY-IAH,UA1383,CM493,United,9,18,Português (Brasil),Brasil,BRL
UA,MSY,LIM,"['2024', '9', '18', '5', '20']","['2024', '9', '18', '21', '25']",22703,MSY-IAH,UA2365,UA886,United,18,"""UA""",Português (Brasil),Brasil,BRL
UA,MSY,LIM,"['2024', '9', '18', '6', '2']","['2024', '9', '18', '21', '25']",22903,MSY-EWR,UA1508,UA886,United,"""UA""","""886""",Português (Brasil),Brasil,BRL
UA,MSY,LIM,"['2024', '9', '18', '9', '37']","['2024', '9', '18', '21', '25']",22925,MSY-EWR,UA1966,UA886,United,"""UA""","""886""",Português (Brasil),Brasil,BRL
AA,MSY,LIM,"['2024', '9', '18', '9', '28']","['2024', '9', '18', '22', '22']",36044,MSY-CLT,AA2158,AA917,American,18,2024,Português (Brasil),Brasil,BRL
AA,MSY,LIM,"['2024', '9', '18', '11', '49']","['2024', '9', '18', '20', '22']",36051,MSY-MIA,AA3524,AA379,2024,2024,9,Português (Brasil),Brasil,BRL
multi,MSY,LIM,"['2024', '9', '18', '5', '45']","['2024', '9', '18', '21', '30']",2931,MSY-ATL,DL1547,LA6528,Delta,9,18,Português (Brasil),Brasil,BRL
multi,MSY,LIM,"['2024', '9', '18', '5', '45']","['2024', '9', '18', '21', '30']",2931,MSY-ATL,DL1547,LA6528,Delta,9,18,Português (Brasil),Brasil,BRL
multi,MSY,LIM,"['2024', '9', '18', '7']","['2024', '9', '18', '21']",2931,MSY-ATL,DL1534,DL7382,Delta,18,"""LA""",Português (Brasil),Brasil,BRL
DL,MSY,LIM,"['2024', '9', '18', '10', '25']","['2024', '9', '18', '21', '5']",3600,MSY-ATL,DL2526,DL151,Delta,2024,9,Português (Brasil),Brasil,BRL
DL,MSY,LIM,"['2024', '9', '18', '11', '25']","['2024', '9', '18', '21', '5']",4656,MSY-ATL,DL1424,LA8658,Delta,2024,9,Português (Brasil),Brasil,BRL
multi,MSY,LIM,"['2024', '9', '18', '7', '30']","['2024', '9', '18', '19', '11']",15675,MSY-IAH,UA1383,CM493,United,9,18,Português (Brasil),Brasil,BRL
UA,MSY,LIM,"['2024', '9', '18', '5', '20']","['2024', '9', '18', '21', '25']",22703,MSY-IAH,UA2365,UA886,United,18,"""UA""",Português (Brasil),Brasil,BRL
UA,MSY,LIM,"['2024', '9', '18', '6', '2']","['2024', '9', '18', '21', '25']",22903,MSY-EWR,UA1508,UA886,United,"""UA""","""886""",Português (Brasil),Brasil,BRL
UA,MSY,LIM,"['2024', '9', '18', '9', '37']","['2024', '9', '18', '21', '25']",22925,MSY-EWR,UA1966,UA886,United,"""UA""","""886""",Português (Brasil),Brasil,BRL
AA,MSY,LIM,"['2024', '9', '18', '9', '28']","['2024', '9', '18', '22', '22']",36044,MSY-CLT,AA2158,AA917,American,18,2024,Português (Brasil),Brasil,BRL
AA,MSY,LIM,"['2024', '9', '18', '11', '49']","['2024', '9', '18', '20', '22']",36051,MSY-MIA,AA3524,AA379,2024,2024,9,Português (Brasil),Brasil,BRL
QR,MAN,CPT,"['2024', '4', '25', '21', '25']","['2024', '4', '26', '17', '15']",28084,MAN-DOH,QR24,BA5814,Qatar Airways,26,2024,Türkçe,Türkiye,TRY
TK,MAN,CPT,"['2024', '4', '25', '17', '5']","['2024', '4', '26', '11', '50']",36194,MAN-IST,TK1996,TK44,2024,26,2024,Türkçe,Türkiye,TRY
EK,MAN,CPT,"['2024', '4', '25', '21', '15']","['2024', '4', '26', '16', '50']",37899,MAN-DXB,EK20,EK770,Emirates,26,2024,Türkçe,Türkiye,TRY
ET,MAN,CPT,"['2024', '4', '25', '18', '30']","['2024', '4', '27', '13', 'null']",20350,MAN-GVA,ET729,845null,Ethiopian,"""845""",null,Türkçe,Türkiye,TRY
QR,MAN,CPT,"['2024', '4', '25', '14', '55']","['2024', '4', '26', '10', '50']",31387,MAN-DOH,QR28,BA5808,Qatar Airways,2024,4,Türkçe,Türkiye,TRY
multi,MAN,CPT,"['2024', '4', '25', '9']","['2024', '4', '26', '18']",33302,MAN-AUH,EY16,357null,South African,26,"""SA""",Türkçe,Türkiye,TRY
EK,MAN,CPT,"['2024', '4', '25', '14', '5']","['2024', '4', '26', '11', '35']",37899,MAN-DXB,EK18,772null,Emirates,26,"""EK""",Türkçe,Türkiye,TRY
BA,MAN,CPT,"['2024', '4', '25', '19', '40']","['2024', '4', '26', '11', 'null']",41582,MAN-LHR,BA1407,BA59,British Airways,2024,4,Türkçe,Türkiye,TRY
KL,MAN,CPT,"['2024', '4', '25', '5', '55']","['2024', '4', '25', '21', '25']",57661,MAN-AMS,KL1028,KL597,KLM,4,25,Türkçe,Türkiye,TRY
QR,MAN,CPT,"['2024', '4', '25', '21', '25']","['2024', '4', '26', '17', '15']",28084,MAN-DOH,QR24,BA5814,Qatar Airways,26,2024,Türkçe,Türkiye,TRY
TK,MAN,CPT,"['2024', '4', '25', '17', '5']","['2024', '4', '26', '11', '50']",36194,MAN-IST,TK1996,TK44,2024,26,2024,Türkçe,Türkiye,TRY
EK,MAN,CPT,"['2024', '4', '25', '21', '15']","['2024', '4', '26', '16', '50']",37899,MAN-DXB,EK20,EK770,Emirates,26,2024,Türkçe,Türkiye,TRY
ET,MAN,CPT,"['2024', '4', '25', '18', '30']","['2024', '4', '27', '13', 'null']",20350,MAN-GVA,ET729,845null,Ethiopian,"""845""",null,Türkçe,Türkiye,TRY
QR,MAN,CPT,"['2024', '4', '25', '14', '55']","['2024', '4', '26', '10', '50']",31387,MAN-DOH,QR28,BA5808,Qatar Airways,2024,4,Türkçe,Türkiye,TRY
multi,MAN,CPT,"['2024', '4', '25', '9']","['2024', '4', '26', '18']",33302,MAN-AUH,EY16,357null,South African,26,"""SA""",Türkçe,Türkiye,TRY
EK,MAN,CPT,"['2024', '4', '25', '14', '5']","['2024', '4', '26', '11', '35']",37899,MAN-DXB,EK18,772null,Emirates,26,"""EK""",Türkçe,Türkiye,TRY
BA,MAN,CPT,"['2024', '4', '25', '19', '40']","['2024', '4', '26', '11', 'null']",41582,MAN-LHR,BA1407,BA59,British Airways,2024,4,Türkçe,Türkiye,TRY
KL,MAN,CPT,"['2024', '4', '25', '5', '55']","['2024', '4', '25', '21', '25']",57661,MAN-AMS,KL1028,KL597,KLM,4,25,Türkçe,Türkiye,TRY
KL,LUX,LYS,"['2024', '3', '26', '14', '45']","['2024', '3', '26', '22', '10']",646,LUX-AMS,KL1742,AF3237,2024,"""KL""","""1419""",Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '6', '35']","['2024', '3', '26', '10', '5']",818,LUX-FRA,LH399,LH1074,2024,26,"""LH""",Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '8', '25']","['2024', '3', '26', '13', '50']",818,LUX-FRA,LH391,LH1076,2024,26,2024,Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '14', '30']","['2024', '3', '26', '18', 'null']",818,LUX-FRA,LH395,LH1078,Lufthansa,"""LH""","""1078""",Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '9', '40']","['2024', '3', '26', '16', '20']",841,LUX-MUC,LH2317,LH2250,2024,2024,3,Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '18', '50']","['2024', '3', '26', '23', '10']",939,LUX-FRA,LH397,LH1082,Lufthansa,26,2024,Polski,Polska,PLN
multi,LUX,LYS,"['2024', '3', '26', '14', '45']","['2024', '3', '26', '18', '50']",944,LUX-AMS,KL1742,AF3237,KLM,26,2024,Polski,Polska,PLN
KL,LUX,LYS,"['2024', '3', '26', '18', '20']","['2024', '3', '26', '22', '10']",1199,LUX-AMS,KL1746,AF8321,KLM,"""KL""","""1419""",Polski,Polska,PLN
BA,LUX,LYS,"['2024', '3', '26', '17', '15']","['2024', '3', '27', '8', '40']",1820,LUX-LHR,BA419,360null,2024,27,"""BA""",Polski,Polska,PLN
multi,LUX,LYS,"['2024', '3', '26', '6', '55']","['2024', '3', '26', '12', '5']",2069,LUX-VIE,LG8851,OS7082,Luxair,26,2024,Polski,Polska,PLN
BA,LUX,LYS,"['2024', '3', '26', '10', '30']","['2024', '3', '26', '17', '50']",2317,LUX-LHR,BA417,BA364,British Airways,26,"""BA""",Polski,Polska,PLN
KL,LUX,LYS,"['2024', '3', '26', '14', '45']","['2024', '3', '26', '22', '10']",646,LUX-AMS,KL1742,AF3237,2024,"""KL""","""1419""",Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '6', '35']","['2024', '3', '26', '10', '5']",818,LUX-FRA,LH399,LH1074,2024,26,"""LH""",Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '8', '25']","['2024', '3', '26', '13', '50']",818,LUX-FRA,LH391,LH1076,2024,26,2024,Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '14', '30']","['2024', '3', '26', '18', 'null']",818,LUX-FRA,LH395,LH1078,Lufthansa,"""LH""","""1078""",Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '9', '40']","['2024', '3', '26', '16', '20']",841,LUX-MUC,LH2317,LH2250,2024,2024,3,Polski,Polska,PLN
LH,LUX,LYS,"['2024', '3', '26', '18', '50']","['2024', '3', '26', '23', '10']",939,LUX-FRA,LH397,LH1082,Lufthansa,26,2024,Polski,Polska,PLN
multi,LUX,LYS,"['2024', '3', '26', '14', '45']","['2024', '3', '26', '18', '50']",944,LUX-AMS,KL1742,AF3237,KLM,26,2024,Polski,Polska,PLN
KL,LUX,LYS,"['2024', '3', '26', '18', '20']","['2024', '3', '26', '22', '10']",1199,LUX-AMS,KL1746,AF8321,KLM,"""KL""","""1419""",Polski,Polska,PLN
BA,LUX,LYS,"['2024', '3', '26', '17', '15']","['2024', '3', '27', '8', '40']",1820,LUX-LHR,BA419,360null,2024,27,"""BA""",Polski,Polska,PLN
multi,LUX,LYS,"['2024', '3', '26', '6', '55']","['2024', '3', '26', '12', '5']",2069,LUX-VIE,LG8851,OS7082,Luxair,26,2024,Polski,Polska,PLN
BA,LUX,LYS,"['2024', '3', '26', '10', '30']","['2024', '3', '26', '17', '50']",2317,LUX-LHR,BA417,BA364,British Airways,26,"""BA""",Polski,Polska,PLN
LO,ZAG,EWR,"['2024', '9', '10', '12', '45']","['2024', '9', '10', '20', '50']",780,ZAG-WAW,LO612,LO15,LOT,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '7', '40']","['2024', '9', '10', '13', '35']",830,ZAG-FRA,OU410,LH6007,Croatia,10,"""UA""",Deutsch,Deutschland,EUR
LO,ZAG,EWR,"['2024', '9', '10', '18']","['2024', '9', '11', '18']",618,ZAG-WAW,LO614,11null,LOT,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '23', '29']",666,ZAG-MUC,LH1731,UA1997,Lufthansa,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",668,ZAG-MUC,LH1731,LH5628,Lufthansa,"""UA""","""619""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",668,ZAG-MUC,LH1731,SN7054,Lufthansa,"""UA""","""619""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '15', '10']",693,ZAG-MUC,LH1731,LH7625,Lufthansa,"""UA""","""17""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '14', '50']",694,ZAG-MUC,LH1731,UA169,Air Dolomiti,"""UA""","""169""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '11', '40']","['2024', '9', '10', '18', '45']",724,ZAG-VIE,OS684,UA9255,Lufthansa,"""LH""","""412""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '14', '30']",734,ZAG-MUC,LH1731,LH7617,Lufthansa,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '13', '35']",745,ZAG-MUC,LH1731,LH7603,Lufthansa,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '18']",762,ZAG-CDG,OU470,AC2971,Croatia,10,"""AC""",Deutsch,Deutschland,EUR
TK,ZAG,EWR,"['2024', '9', '10', '20', '25']","['2024', '9', '11', '22', '40']",763,ZAG-IST,TK1056,29null,Turkish Airlines,11,"""TK""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '12', '50']",833,ZAG-MUC,LH1731,LH7609,Lufthansa,10,"""UA""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '9', '5']","['2024', '9', '10', '15', '40']",855,ZAG-FRA,OU416,LH6001,Lufthansa,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '8', '10']","['2024', '9', '10', '14', '55']",868,ZAG-CPH,OU480,SK9328,Croatia,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '8', '15']","['2024', '9', '10', '13', '55']",892,ZAG-VIE,OU440,OS7052,Austrian,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '50']","['2024', '9', '10', '12', '50']",893,ZAG-MUC,OU4436,UA7273,Croatia,"""UA""","""31""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '14']",999,ZAG-CDG,OU470,AF5075,Croatia,"""AF""","""62""",Deutsch,Deutschland,EUR
BA,ZAG,EWR,"['2024', '9', '10', '13', '25']","['2024', '9', '10', '19', '25']",1050,ZAG-LHR,BA849,AA6775,British Airways,10,"""BA""",Deutsch,Deutschland,EUR
LO,ZAG,EWR,"['2024', '9', '10', '12', '45']","['2024', '9', '10', '20', '50']",780,ZAG-WAW,LO612,LO15,LOT,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '7', '40']","['2024', '9', '10', '13', '35']",830,ZAG-FRA,OU410,LH6007,Croatia,10,"""UA""",Deutsch,Deutschland,EUR
LO,ZAG,EWR,"['2024', '9', '10', '18']","['2024', '9', '11', '18']",618,ZAG-WAW,LO614,11null,LOT,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '23', '29']",666,ZAG-MUC,LH1731,UA1997,Lufthansa,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",668,ZAG-MUC,LH1731,LH5628,Lufthansa,"""UA""","""619""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '16', '45']",668,ZAG-MUC,LH1731,SN7054,Lufthansa,"""UA""","""619""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '15', '10']",693,ZAG-MUC,LH1731,LH7625,Lufthansa,"""UA""","""17""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '14', '50']",694,ZAG-MUC,LH1731,UA169,Air Dolomiti,"""UA""","""169""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '11', '40']","['2024', '9', '10', '18', '45']",724,ZAG-VIE,OS684,UA9255,Lufthansa,"""LH""","""412""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '14', '30']",734,ZAG-MUC,LH1731,LH7617,Lufthansa,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '13', '35']",745,ZAG-MUC,LH1731,LH7603,Lufthansa,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '18']",762,ZAG-CDG,OU470,AC2971,Croatia,10,"""AC""",Deutsch,Deutschland,EUR
TK,ZAG,EWR,"['2024', '9', '10', '20', '25']","['2024', '9', '11', '22', '40']",763,ZAG-IST,TK1056,29null,Turkish Airlines,11,"""TK""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '20']","['2024', '9', '10', '12', '50']",833,ZAG-MUC,LH1731,LH7609,Lufthansa,10,"""UA""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '9', '5']","['2024', '9', '10', '15', '40']",855,ZAG-FRA,OU416,LH6001,Lufthansa,2024,9,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '8', '10']","['2024', '9', '10', '14', '55']",868,ZAG-CPH,OU480,SK9328,Croatia,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '8', '15']","['2024', '9', '10', '13', '55']",892,ZAG-VIE,OU440,OS7052,Austrian,10,2024,Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '6', '50']","['2024', '9', '10', '12', '50']",893,ZAG-MUC,OU4436,UA7273,Croatia,"""UA""","""31""",Deutsch,Deutschland,EUR
multi,ZAG,EWR,"['2024', '9', '10', '9']","['2024', '9', '10', '14']",999,ZAG-CDG,OU470,AF5075,Croatia,"""AF""","""62""",Deutsch,Deutschland,EUR
BA,ZAG,EWR,"['2024', '9', '10', '13', '25']","['2024', '9', '10', '19', '25']",1050,ZAG-LHR,BA849,AA6775,British Airways,10,"""BA""",Deutsch,Deutschland,EUR
